ICO;DATVZN;DATZAN;ICOP;ICON;HLSKNACE;SKNACE;FORMA;DRVLST;USORG;SNU;KATP;KATP13;SIDKRJ;SIDOKR;SIDOBEC;TYPJ;ESU2010;NAZOV;SNAZOV;PRIEZ;MENO;TITPRED;TITZA;SIDUL;SIDSUPCISLO;SIDORCISLO;SIDPSC;SIDPOSTA
17336112;01.01.1992;31.12.2500;37968092;165565;86100;;331;4;21;101;31;100;SK023;SK0234;SK0234503011;1110;13110;Fakultná nemocnica s poliklinikou Nové Zámky;Fakultná nemocnica s poliklinikou Nové Zámky;Matuška;Imrich;4;;Slovenská;;11 A;94034;Nové Zámky
17336121;01.01.1992;31.12.2500;;165565;84120;;321;4;21;610;11;999;SK023;SK0234;SK0234503011;1110;13110;Regionálny úrad verejného zdravotníctva so sídlom v Nových Zámkoch;Regionálny úrad verejného zdravotníctva;Krkoška;Milan;4;;Slovenská;;13;94030;Nové Zámky 1
17336171;01.01.1992;31.12.2500;;165565;86100;;331;4;21;101;12;20;SK031;SK0318;SK0318511056;1110;13110;Liečebňa pre dlhodobe chorých Štiavnička;Liečebňa pre dlhodobe chorých Štiavnička;Chrenko;Pavel;4;;Štiavnička;;132;03401;Ružomberok 1
17336180;01.01.1992;31.12.2500;;165565;86100;;331;4;21;101;7;10;SK031;SK0315;SK0315510904;1110;13110;Detská ozdravovňa Železnô;Detská ozdravovňa Železnô;Kuska;Ján;1;;Železnô;;;03215;Partizánska Ľupča
17336201;01.01.1992;31.12.2500;00607401;165565;86220;"86100; 72200";331;4;21;101;12;20;SK010;SK0102;SK0102529320;1110;13110;Centrum pre liečbu drogových závislostí;Centrum pre liečbu drogových závislostí;Okruhlica;Ľubomír;4;51;Hraničná;;2;82105;Bratislava 2
17336210;01.01.1992;31.12.2500;00607401;165565;86909;;331;4;21;101;25;90;SK010;SK0105;SK0105529460;1110;13110;Záchranná zdravotná služba Bratislava;Záchranná zdravotná služba Bratislava;Slovák;Ľubomír;1;;Antolská;3360;11;85007;Bratislava 57
17336228;01.01.1992;31.12.2500;00610534;30794536;87900;;321;4;22;610;12;999;SK042;SK042A;SK042A543357;1110;13110;Detský domov Mlynky - Biele vody;Detský domov Mlynky - Biele vody;Korfantová;Eva;;;Mlynky;;;05376;Mlynky
17337038;01.01.1992;31.12.2005;;;85310;;321;4;20;610;0;999;SK010;SK0102;SK0102529320;1110;;Gymnázium;Gymnázium;;;;;Metodova;;2;82108;Bratislava 2
17337054;01.01.1992;31.12.2500;;151866;85310;;321;4;20;610;12;999;SK010;SK0104;SK0104529397;1110;13110;Gymnázium, Ulica Ladislava Sáru 1, 841 04 Bratislava;Gymnázium, Ulica Ladislava Sáru 1;Sadloň;Pavel;6;;Ladislava Sáru;;1;84104;Bratislava 4
17337097;01.01.1992;31.12.2500;;;85310;;321;4;20;610;12;999;SK010;SK0102;SK0102529311;1110;13110;Gymnázium Federica Garcíu Lorcu;Gymnázium Federica Garcíu Lorcu;Dlugošová;Marcela;6;;Hronská;;3;82107;Bratislava 214
17638020;15.04.1991;18.04.2002;;;;;301;4;27;101;0;999;SK023;SK0233;SK0233500011;1100;;Štátny majetok AVS, š.p.;Štátny majetok AVS, š.p.;;;;;Hornočermánska;;1;94901;Nitra 1
17638046;15.04.1991;09.05.2001;;;1500;;301;4;27;101;0;999;SK023;SK0233;SK0233500011;1100;;"Štátny majetok štátny podnik, ""v likvidácii""";"Štátny majetok štátny podnik, ""v likvidácii""";Tibenský;Jozef;1;;Lukov Dvor;;;94901;Nitra 1
17638593;01.07.1991;31.12.2500;00000523;151866;85321;;331;4;12;610;11;10;SK022;SK0229;SK0229505820;1110;13110;Stredná odborná škola letecko-technická;Stredná odborná škola letecko-technická;Malec;Stanislav;1;;Legionárska;;160;91104;Trenčín 4
17638674;01.09.1991;30.06.2002;;;85329;;321;4;63;610;0;999;SK022;SK0224;SK0224506338;1110;;Dievčenská odborná škola;Dievčenská odborná škola;Hargaš;Ján;1;;J. Weisseho;1;320;91501;Nové Mesto nad Váhom
17638691;01.09.1991;31.12.2002;;;85329;;321;4;64;610;0;999;SK023;SK0236;SK0236504998;1110;;Dievčenská odborná škola;Dievčenská odborná škola;Belisová;Magdaléna;1;;Továrnická;59;1609;95582;Topoľčany 1
17638739;01.09.1991;01.07.2000;;;85329;;321;4;62;610;0;999;SK021;SK0214;SK0214507440;1110;;Dievčenská odborná škola;Dievčenská odborná škola;;;;;Mojmírova;;28;92101;Piešťany 1
17638747;01.09.1991;01.03.1998;;;85329;;321;4;20;610;0;999;SK021;SK0217;SK0217506745;1110;;Dievčenská odborná škola;Dievčenská odborná škola;;;;;Bottova;49;2778;91787;Trnava 1
17638763;01.09.1991;01.01.2002;;;85329;;321;4;64;610;0;999;SK023;SK0234;SK0234503011;1110;;Dievčenská odborná škola;Dievčenská odborná škola;Mišák;Rudolf;6;;Zdravotnícka;;3;94051;Nové Zámky 1
17638801;01.09.1991;01.07.2001;;;85329;;321;4;62;610;0;999;SK021;SK0215;SK0215504203;1110;;Dievčenská odborná škola;Dievčenská odborná škola;;;;;V. Paulinyho-Tótha;31;1079;90501;Senica nad Myjavou 1
17638810;01.09.1991;23.03.2004;;;85329;;321;4;62;610;0;999;SK021;SK0211;SK0211501905;1110;;Dievčenská odborná škola;Dievčenská odborná škola;;;;;Vinohradská;48;192;93101;Šamorín
17638836;01.09.1991;01.10.2001;;;85329;;321;4;64;610;0;999;SK023;SK0233;SK0233500011;1110;;Dievčenská odborná škola;Dievčenská odborná škola;Košovan;Ján;17;;Cintorínska;4;1479;95050;Nitra 1
17638852;01.09.1991;01.01.2002;;;85329;;321;4;64;610;0;999;SK023;SK0231;SK0231501026;1110;;Dievčenská odborná škola;Dievčenská odborná škola;Gajdáčová;Eva;1;;Budovateľská;32;1416;94501;Komárno 1
17638879;01.09.1991;31.12.2002;;;85329;;321;4;64;610;0;999;SK023;SK0237;SK0237500968;1110;;Dievčenská odborná škola;Dievčenská odborná škola;Šmálová;Mária;16;;SNP;;5;95326;Zlaté Moravce 1
17638887;01.09.1991;01.07.2002;;;85329;;321;4;62;610;0;999;SK021;SK0211;SK0211501433;1110;;Dievčenská odborná škola;Dievčenská odborná škola;;;;;Gyulu Szabóa;21;;92940;Dunajská Streda 1
17638895;01.09.1991;01.07.2000;;;85329;;321;4;62;610;0;999;SK021;SK0212;SK0212503665;1110;;Dievčenská odborná škola;Dievčenská odborná škola;;;;;Z. Kodalya;35;765;92447;Galanta 1
17639441;01.01.1991;31.08.1999;;;85329;;331;4;27;101;0;999;SK022;SK0224;SK0224506338;1100;;Stredné odborné učilište potravinárske;Stredné odborné učilište potravinárske;;;;;Robotnícka;;1;91515;Nové Mesto nad Váhom 1
17641861;01.06.1991;31.12.2500;;;28250;;301;4;99;101;0;999;SK022;SK0229;SK0229505820;1110;13110;Oprava chladiarenských zariadení v likv.;Oprava chladiarenských zariadení v likv.;;;;;Bezručova;;2045;91101;Trenčín 1
17643881;01.07.1991;12.08.1999;;;;;501;4;26;101;0;999;SK022;SK0224;SK0224506001;9100;;REMPO, š.p., odštepný závod 6, Horná Streda;REMPO, š.p., odštepný závod 6, Horná Streda;;;;;;;;91624;Horná Streda
17643899;01.07.1991;25.08.2000;;;;;501;4;26;101;0;999;SK023;SK0236;SK0236504998;9100;;REMPO, š.p., odštepný závod 7, Topoľčany;REMPO, š.p., odštepný závod 7, Topoľčany;;;;;Dopravná;;;95511;Topoľčany 1
18049192;01.10.1990;07.03.2000;;;;;501;4;26;101;0;999;SK032;SK0326;SK0326511218;9100;;MIER, Š.P.TOPOĹČANY, ODŠTEPNÝ ZÁVOD     LUČENEC;MIER, Š.P.TOPOĹČANY, ODŠTEPNÝ ZÁVOD     LUČE;;;;;JILEMNICKÉHO;;30;98480;Lučenec 1
30197155;04.09.1997;20.02.2002;;;;;321;4;20;610;0;999;SK032;SK0321;SK0321508438;1110;;Filologická fakulta Univerzity Mateja Bela v Banskej Bystrici;Filologická fakulta Univerzity Mateja Bela v;Mika;Michal;8;51;Ružová;;113;97553;Banská Bystrica 1
30222184;01.07.1991;31.08.2000;;;85329;;331;4;63;101;0;999;SK022;SK0227;SK0227513881;1100;;Stredisko praktického vyučovania;Stredisko praktického vyučovania;;;;;Športová;;38;97101;Prievidza 1
30222320;01.07.1991;31.05.2002;;;85329;;331;4;65;610;0;999;SK031;SK031B;SK031B517402;1110;;Stredisko odbornej praxe;Stredisko odbornej praxe;Durajová;Daniela;16;;Fatranská;3321;22;01008;Žilina 8
30222346;01.07.1991;31.03.2004;;;;;331;4;65;101;0;999;SK031;SK031B;SK031B517402;1100;;CIEĹ, VYDAVATEĹSTVO OKRESNÝCH NOVÍN ŽILINA;CIEĹ, VYDAVATEĹSTVO OKRESNÝCH NOVÍN ŽILINA;;;;;;;;01001;Žilina 1
30222516;16.08.1991;18.01.2014;;;27200;;121;4;57;101;0;999;SK032;SK0322;SK0322516643;1100;;AKUSIT, a.s. v likvidácii, v konkurze;AKUSIT, a.s. v likvidácii;Popper;František;16;;Antolská;;27;96928;Banská Štiavnica 1
30222559;15.08.1991;02.05.2001;;;77390;;301;4;26;101;0;999;SK031;SK031B;SK031B517402;1100;;VÚVT - SLUŽBY, Š.P. v likvidácii;VÚVT - SLUŽBY, Š.P. v likvidácii;Vajcík;Bohumil;1;;Žilina;;;01105;Žilina 1
30224241;06.11.1991;23.01.2003;;;46900;"68310; 46150";121;4;99;101;0;999;SK022;SK0228;SK0228513610;1100;;Scarme, a.s.;Scarme, a.s.;Útly;Miroslav;1;;T.Vansovej;1054;45;02001;Púchov 1
30225035;01.12.1991;25.11.2004;;;;;331;4;11;610;0;999;SK031;SK0315;SK0315510262;1110;;Úsek technických audiovizuál. a program. prostriedkov Fakulty technickej kybernetiky a PLRT;Úsek technických audiovizuál. a program. pro;;;;;Demänová;;;03101;Liptovský Mikuláš 1
30227283;01.01.1992;31.12.2500;;30794536;87900;;321;4;22;610;12;999;SK031;SK0318;SK0318510998;1110;13110;Detský domov;Detský domov;Likavčan;Štefan;1;;Kalvárska č.;;35;03401;Ružomberok 1
30227305;01.10.1991;20.03.2002;;;;;321;4;20;610;0;999;SK032;SK032B;SK032B518158;1110;;Fakulta ekológie environmentalistiky TU;Fakulta ekológie environmentalistiky TU;;;;;T.G.Masaryka;2117;24;96053;Zvolen 1
30227585;17.12.1991;31.03.2002;;;;;331;4;11;101;0;999;SK031;SK0315;SK0315510262;1100;;Fakulta zabezpečovania velenia Vojenskej akademie;Fakulta zabezpečovania velenia Vojenskej aka;;;;;Vojenská akadémia PO Box;;45;03101;Liptovský Mikuláš 1
30227682;01.02.1992;01.04.2002;;;;;321;4;20;610;0;999;SK031;SK031B;SK031B517402;1110;;Stavebná fakulta VŠDS v Žiline;Stavebná fakulta VŠDS v Žiline;;;;;Moyzesova;;20;01026;Žilina 1
30227798;01.02.1992;01.04.2002;;;;;321;4;20;610;0;999;SK031;SK031B;SK031B517402;1110;;Fakulta riadenia VŠDS v Žiline;Fakulta riadenia VŠDS v Žiline;;;;;Veľký Diel;;26;01026;Žilina 1
30226635;04.02.1992;04.12.2001;;;24420;"14120; 77390";121;4;99;101;0;999;SK032;SK032D;SK032D516589;1100;;ALUFINAL, akciová spoločnosť;ALUFINAL, akciová spoločnosť;Kvapil;Teodor;1;;Priemyselná;;12;96563;Žiar nad Hornom
30229260;01.01.1992;22.08.2000;00518271;;36009;;501;4;27;101;0;999;SK031;SK0318;SK0318510998;9100;;Severoslovenské vodárne a kanalizácie,š.p. odštepný závod 07 Ružomberok;Severosl.vod.kanal.,šp.,Žilina oz;;;;;Pri Váhu;;6;03406;Ružomberok 6
30230110;01.02.1992;01.04.2002;;;;;321;4;20;610;0;999;SK031;SK031B;SK031B517402;1110;;Strojnícka fakulta VŠDaS;Strojnícka fakulta VŠDaS;;;;;Veĺký Diel;;;01026;Žilina 1
30230179;01.11.1991;31.12.2007;;;85590;;321;4;20;610;0;999;SK031;SK0315;SK0315510262;1110;;Školské výpočtové stredisko;Školské výpočtové stredisko;;;;;Hurbanova;;6;03101;Liptovský Mikuláš 1
30232091;01.09.1992;31.08.2013;;;85321;;321;4;20;610;0;999;SK032;SK0321;SK0321509001;1110;;Spojená škola;Spojená škola;Martinec;Vladimír;1;;Príboj;;554;97613;Slovenská Ľupča
30232295;01.07.1992;31.12.2500;31935907;164381;85420;;382;4;20;610;31;10;SK032;SK0321;SK0321508438;1110;13110;Univerzita Mateja Bela v Banskej Bystrici;Univerzita Mateja Bela,B. Bystrici;Hiadlovský;Ing. Vladimír;71;53;Národná;12;;97401;Banská Bystrica 1
30232309;01.06.1995;20.03.2002;00157724;;;;321;4;20;610;0;999;SK032;SK0321;SK0321508438;1110;;Fakulta prírodných vied UMB;Fakulta prírodných vied UMB;;;;;Tajovského;;40;97549;Banská Bystrica 1
30233127;01.09.1992;31.08.2002;;;85329;;321;4;66;610;0;999;SK032;SK0322;SK0322516643;1110;;Dievčenská odborná škola;Dievčenská odborná škola;;;;;Špitálska;;4;96956;Banská Štiavnica 1
30414024;01.07.1991;31.08.2000;00698857;;;;331;4;26;101;0;999;SK042;SK0427;SK0427522279;1100;;Stredisko praktického vyučovania odevné;Stredisko praktického vyučovania odevné;Peštová;Helena;;;Fraňa Kráľa;;78;07101;Michalovce 1
30414041;01.07.1991;31.08.2000;;;;;331;4;26;101;0;999;SK032;SK0321;SK0321508438;1100;;STREDISKO PRAKTICKÉHO VYUČOVANIA TEXTILNÉ;STREDISKO PRAKTICKÉHO VYUČOVANIA TEXTILNÉ;;;;;Lazovná;;56;97567;Banská Bystrica 1
30414091;01.07.1991;09.03.1993;;;14390;;301;4;26;101;0;999;SK023;SK0232;SK0232502782;1100;;Ipeľská textilka š. p.;Ipeľská textilka š. p.;;;;;SNP;;44;93641;Šahy
30414105;01.07.1991;11.09.2003;;;;;301;4;26;101;0;999;SK041;SK041C;SK041C519197;1100;;KOŽIAR š.p. Giraltovce v likvidácii;KOŽIAR š.p. Giraltovceve  likvidáci;Klein;Štefan;1;;Dukelská;;19;08701;Giraltovce
30414148;01.07.1991;01.07.2001;;;;;321;4;51;610;0;999;SK010;SK0104;SK0104529397;1110;;Ústav teórie riadenia a robotiky SAV;Ústav teórie riadenia a robotiky SAV;;;;;Dúbravská cesta;;9;84254;Bratislava 4
30414237;01.08.1991;01.09.2009;;;10710;;301;4;27;101;0;999;SK041;SK0416;SK0416523925;1100;;Pekárne a cukrárne š.p.;Pekárne a cukrárne š.p.;;;;;Hlavná;;4;05921;Svit
30414318;01.08.1991;15.06.1999;;;10610;;301;4;27;101;0;999;SK023;SK0233;SK0233500011;1100;;Nitrianske mlyny a cestovinárne, štátny podnik-v likvidácii;Nitrianske mlyny a cestovinárne, štátny podn;Bakša;Miroslav;1;;Štefánikova;;61;94971;Nitra 1
30414377;01.08.1991;31.12.2004;;;;;331;4;27;610;0;999;SK042;SK0427;SK0427522279;1110;;Oblastný výskumný ústav agroekológie;Oblastný výskumný ústav agroekológie;;;;;Špitálska;;1273;07101;Michalovce 1
30415462;01.09.1991;31.12.2500;;156621;68200;;301;4;27;101;0;999;SK010;SK0108;SK0108507938;1110;13110;Plemenárske služby š.p. v likvidácii;Plemenárske služby š.p. v likvidácii;Ivančík;Daniel;1;;Nádražná;;36;90028;Ivanka pri Dunaji
30415489;01.09.1991;01.05.2013;"17056128; 17056594; 17056578; 00189081; 17056586";;1460;;301;4;27;101;0;999;SK032;SK0329;SK0329514462;1100;;Poľnoriso - Sobôtka š.p. v likvidácii;Poľnoriso - Sobôtka š.p. v likvidácii;Bakša;Miroslav;1;;Sobôtka;;118;97901;Rimavská Sobota 1
30415527;01.09.1991;16.05.2007;;;;;301;4;27;101;0;999;SK010;SK0108;SK0108555495;1100;;RAŽIP, š.p.;RAŽIP, š.p.;Kraľovič;František;1;;Kaplna;;225;90084;Báhoň
30415543;01.09.1991;12.11.1998;;;;"46150; 46230";301;4;27;101;0;999;SK041;SK0417;SK0417524140;1100;;AGROANIM,š.p.;AGROANIM,š.p.;Partl;Peter;1;;Vajanského;;43;08001;Prešov 1
30415578;01.10.1991;31.12.2001;;;;;321;4;27;610;0;999;SK010;SK0101;SK0101528595;1110;;Štátny vodohospodársky fond SR;Štátny vodohospodársky fond SR;;;;;Dobrovičova;;12;81266;Bratislava 1
30415594;15.08.1991;05.04.2002;;;;;301;4;26;101;0;999;SK010;SK0104;SK0104529389;1100;;VÚVT - informačné systémy š.p. v likvidácii;VÚVT - informačné systémy š.p. v likvidácii;Balog;Milan;3;;Agátová cesta;;1;84427;Bratislava 42
30415730;01.09.1991;12.10.1998;;;;;301;4;27;101;0;999;SK031;SK0313;SK0313509540;1100;;ORAVSKÉ PAKÁRNE A CUKRÁRNE, Š. P.;ORAVSKÉ PAKÁRNE A CUKRÁRNE, Š. P.;;;;;Matuškova;1637;15;02680;Dolný Kubín 1
30415772;01.09.1991;29.12.2004;;;;;301;4;27;101;0;999;SK041;SK0414;SK0414543292;1100;;SPIŠSKÝ LIEHOFRUCT š.p.;SPIŠSKÝ LIEHOFRUCT š.p.;Mesarčík;Ján;1;;Pri likérke;;1;05401;Levoča
30415802;01.09.1991;24.10.2009;;;10130;;301;4;27;101;0;999;SK042;SK042B;SK042B528099;1100;;TRECON š.p. Trebišov;TRECON š.p. Trebišov;Bogda;Ján;1;;Cukrovarská;;41;07501;Trebišov 1
30415888;01.09.1991;01.09.2009;;;10320;;301;4;26;101;0;999;SK041;SK0411;SK0411519006;1100;;BARNEA š.p.;BARNEA š.p.;;;;;Pod Vimbargom;;1;08501;Bardejov 1
30416027;01.09.1991;09.12.2003;;;1500;;301;4;27;101;0;999;SK032;SK032B;SK032B518671;1100;;Štátny majetok Ostrá Lúka, š.p. v likvidácii;Štátny majetok Ostrá Lúka, š.p. v likvidácii;Ludíková;Monika;3;;Ostrá Lúka;;;96261;Dobrá Niva
30416094;01.08.1991;31.12.2500;"31819770; 30807301; 30809321; 35653001; 37900145";;84110;;321;4;29;610;25;999;SK010;SK0101;SK0101528595;1110;13110;Ministerstvo dopravy a výstavby Slovenskej republiky;Ministerstvo dopravy a výstavby SR;Érsek;Arpád;17;;Námestie Slobody;;6;81005;Bratislava 15
30416388;01.10.1991;21.09.2007;;;1500;;301;4;27;101;0;999;SK041;SK041C;SK041C527424;1100;;Štátny majetok š. p. v konkurze;Štátny majetok š. p. v konkurze;Boršč;Juraj;;;Krajná Bystrá;;76;09005;Krajná Poľana
30416396;01.10.1991;31.08.2004;;;1500;;301;4;27;101;0;999;SK041;SK041B;SK041B527823;1100;;Štátny majetok š. p. v likvidácii;Štátny majetok š.p. v likvidácii;Lacko;Jozef;;;Staškovce;;57;09023;Havaj
30416400;01.10.1991;10.01.2006;;;1500;"47290; 56109";301;4;27;101;0;999;SK041;SK041B;SK041B527297;1100;;Štátny majetok š. p. Havaj  v likvidácii;Štátny majetok š.p. HAVAJ v likvidácii;Lacko;Jozef;;;Havaj;;;09023;Havaj
30416485;01.10.1991;30.01.2013;"30414318; 17638046; 00155551; 00597732; 00895504";;28220;;301;4;27;101;0;999;SK023;SK0233;SK0233500011;1100;;Strojársky podnik Strojnákup, štátny podnik - v likvidácii;Strojársky podnik Strojnákup, š.p. v likvid.;Bakša;Miroslav;1;;Štefánikova tr.;;61;94971;Nitra 1
30416647;01.09.1991;01.09.2000;00166758;;18130;;331;4;51;101;0;999;SK010;SK0104;SK0104529397;1100;;Polygrafia vedeckej literatúry a časopisov SAV;Polygrafia vedeckej literatúry a časopisov S;;;;;Dúbravská cesta;;9;84234;Bratislava
30416884;01.11.1991;31.12.2500;;686832;13200;;301;4;26;101;0;10;SK021;SK0215;SK0215504513;1110;13110;GOSSYCOM, Záhorské tkáčovne, štátny podnik v likvidácii;GOSSYCOM, Záhorské tkáčovne, š. p. v likv.;Bartek;Ján;1;;;;;90801;Kúty 1
30775345;01.01.1992;31.12.2500;42172977;;85322;;321;4;20;610;11;999;SK010;SK0105;SK0105529460;1110;13110;Spojená škola Švabinského 7 851 01 Bratislava;Spojená škola Švabinského 7 85101 Bratislava;;;;;Švabinského;;7;85101;Bratislava 5
30775426;01.01.1992;31.12.2500;;;85321;;321;4;20;610;11;999;SK010;SK0105;SK0105529460;1110;13110;Obchodná akadémia Imricha Karvaša Bratislava;Obchodná akadémia Imricha Karvaša Bratislava;Papánek;Stanislav;1;;Hrobákova;;11;85102;Bratislava 5
30776040;01.01.1992;31.12.2007;;;62030;"62090; 85590";321;4;61;610;0;999;SK010;SK0101;SK0101528595;1110;;Školské výpočtové stredisko;Školské výpočtové stredisko;;;;;Štetinova;;2;81101;Bratislava 1
30777330;30.12.1991;02.12.2006;;;;;112;4;99;101;0;999;SK010;SK0101;SK0101528595;1100;;ECC Stavebnej fakulty Slovenskej Technickej     Univerzity v Bratislave, spol. s r.o.;ECC Staveb.fakulty STU v Bratislave,  s.r.o.;;;;;Radlinského;;11;81107;Bratislava 1
30778832;01.06.1992;01.10.1999;;;;;331;4;11;101;0;999;SK010;SK0103;SK0103529346;1100;;Vojenský projektový ústav Bratislava, príspevková organizácia;Vojenský projektový ústav Bratislava, príspe;;;;;Vajnorská ul. bud.š.p.Ist;;;83209;Bratislava 3
30778875;01.07.1992;31.12.2500;30415462;156621;1620;;331;4;27;101;0;999;SK010;SK0105;SK0105529460;1100;11001;Štátny plemenársky ústav Slovenskej republiky Bratislava;Štátny plemenársky ústav Slovenskej republik;;;;;Starohájska;;29;85227;Bratislava 5
30778883;01.09.1992;31.08.2000;;;85329;;321;4;61;610;0;999;SK010;SK0103;SK0103529346;1110;;Obchodná akadémia;Obchodná akadémia;;;;;Teplická;;7;83102;Bratislava 3
30778905;01.07.1992;31.08.2002;30775400;;85329;;321;4;61;610;0;999;SK010;SK0103;SK0103529346;1110;;Stredná priemyselná škola grafická;Stredná priemyselná škola grafická;;;;;Račianska;;190;83526;Bratislava 35
30778913;01.09.1992;31.08.2002;;;85329;;321;4;61;610;0;999;SK010;SK0103;SK0103529346;1110;;Obchodná akadémia;Obchodná akadémia;;;;;Skalická;;1;83102;Bratislava 3
30778930;01.09.1992;01.09.2002;;;85329;;321;4;61;610;0;999;SK010;SK0104;SK0104529389;1110;;Stredná priemyselná škola potravinárska;Stredná priemyselná škola potravinárska;;;;;Harmincova;;1;84101;Bratislava 42
30778964;01.07.1992;31.12.2500;;;85329;;321;4;20;610;12;999;SK010;SK0104;SK0104529397;1110;13110;Spojená škola Mokrohájska 3 84413 Bratislava;Spojená škola Mokrohájska 3 84413 Bratislava;Ištok;Ivan;6;;Mokrohájska cesta;;3;84413;Bratislava 42
30804159;18.06.1991;31.12.2003;;;;;331;4;27;610;0;999;SK010;SK0101;SK0101528595;1110;;Intervenčná poľnohospodárska agentúra Slovenskej republiky;Intervenčná poľnohosp.agentúra SR;;;;;Dobrovičova;;12;81266;Bratislava 1
30806101;01.09.1993;31.12.2500;;699021;56109;56290;331;4;10;610;21;10;SK010;SK0101;SK0101528595;1110;13110;Správa účelových zariadení;Správa účelových zariadení;Uškovitšová;Zdenka;3;;Pražská;;7;81104;Bratislava 1
30806658;15.07.1991;31.12.2500;;164381;85420;;321;4;20;610;0;999;SK010;SK0101;SK0101528595;1110;13110;Ústav jazykovej a odbornej prípravy zahraničných študentov UK;Ústav jazyk.a odbornej prípravy zah.štud. UK;;;;;Šoltésovej;;4;81108;Bratislava 1
30807158;26.11.1993;31.12.1997;;;84300;;433;4;12;640;0;999;SK010;SK0102;SK0102529320;1110;;Poisťovňa Ministerstva vnútra Slovenskej republiky;Poisťovňa Ministerstva vnútra Slovenskej rep;;;;;Prievozská;14;A;81499;Bratislava 1
30807301;01.01.1994;31.12.2001;;;;;321;4;29;610;0;999;SK010;SK0102;SK0102529320;1110;;Štátny fond cestného hospodárstva       /Cestný fond/;Štátny fond cestného hospodárstva       /Ces;;;;;Miletičova;;19;82606;Bratislava 29
30807409;01.01.1994;31.12.2004;;;;;331;4;38;101;0;999;SK010;SK0104;SK0104529397;1100;;MERACIA TECHNIKA - TECHNOCENTRUM;MERACIA TECHNIKA - TECHNOCENTRUM;;;;;Karloveská;;63;84000;Bratislava
30807484;01.01.1994;31.12.2500;;;84300;;382;4;99;640;35;10;SK010;SK0101;SK0101528595;1110;13140;Sociálna poisťovňa;Sociálna poisťovňa;Vážny;Ľubomír;1;;29. augusta;;8 a 10;81363;Bratislava 1
30807506;01.01.1994;31.12.2500;;164381;84120;;321;4;20;610;12;999;SK010;SK0103;SK0103529346;1110;13110;Štátny pedagogický ústav;Štátny pedagogický ústav;Hauser;Július;8;;Pluhová;;8;83000;Bratislava 3
30807549;01.01.1994;31.12.2500;;;94999;"91010; 69100";119;4;3;610;6;10;SK010;SK0101;SK0101528595;1110;13110;Slovenské národné stredisko pre ľudské práva;Slovenské národné stredisko pre ľudské práva;Mesároš;Marian;16;;Laurinská;;18;81101;Bratislava 1
30807956;01.01.1994;31.12.2001;;;84120;;321;4;20;610;0;999;SK010;SK0101;SK0101528595;1110;;Štátny fond telesnej kultúry;Štátny fond telesnej kultúry;;;;;Klemensova;;14;81109;Bratislava 1
30808502;31.03.1994;01.07.2001;;;84120;;331;4;20;610;0;999;SK010;SK0101;SK0101528595;1110;;Agentúra pre medzinárodnú vedecko-technickú spoluprácu;Agentúra pre medzinárodnú vedecko-technickú;;;;;Klemensova;;14;81330;Bratislava 1
30808669;31.03.1994;31.12.2001;;;84120;;321;4;21;610;0;999;SK010;SK0103;SK0103529346;1110;;Štátny fond zdravia;Štátny fond zdravia;;;;;Limbová;;2;81305;Bratislava 1
30808936;01.07.1994;31.12.1997;;;84300;;433;4;11;640;0;999;SK010;SK0103;SK0103529346;1110;;Vojenská zdravotná poisťovňa;Vojenská zdravotná poisťovňa;;;;;Kutuzovova;;8;83247;Bratislava 3
30809304;01.06.1994;31.12.2001;;;84120;;321;4;24;610;0;999;SK010;SK0101;SK0101528595;1110;;Štátny fond kultúry Pro Slovakia;Štátny fond kultúry Pro Slovakia;;;;;Nám. SNP 33;;12;81331;Bratislava 1
30809321;01.01.1994;30.06.2012;;;84120;;321;4;29;610;0;999;SK010;SK0101;SK0101528595;1110;;Úrad verejného zdravotníctva MDVRR SR;Úrad verejného zdravotníctva MDVRR SR;Hano;Ľubomír;4;;Námestie slobody;;6;81005;Bratislava 1
30809657;15.08.1994;29.12.1998;;;;;331;4;38;610;0;999;SK010;SK0102;SK0102529320;1110;;Technický výbor pre akreditáciu skúšobných laboratórií v zdravot., potravin., poľnohosp. a ekológii;Technický výbor pre akreditáciu skúšobných l;;;;;Nábrežie gen. L.Svobodu;;5;81249;Bratislava 1
30809665;25.07.1994;29.12.1998;;;;;331;4;38;610;0;999;SK010;SK0102;SK0102529320;1110;;Technický výbor pre akreditáciu laboratórií     v stavebníctve, baníctve a geológii;Technický výbor pre akreditáciu laboratórií;;;;;Technická;;5;82104;Bratislava 2
30809673;01.08.1994;31.12.2500;;;74900;;382;4;38;101;11;20;SK010;SK0104;SK0104529397;1100;11001;Slovenská národná akreditačná služba;Slovenská národná akreditačná služba;Senčák;Martin;16;;Karloveská;3263;63;84000;Bratislava 4
30809720;01.01.1995;31.12.2002;;;;;331;4;21;610;0;999;SK010;SK0101;SK0101528595;1110;;Gynekologicko-pôrodnícka nemocnica;Gynekologicko-pôrodnícka nemocnica;;;;;Partizánska;;27;81103;Bratislava 1
30810361;01.12.1992;31.08.2003;;;72200;;331;4;22;610;0;999;SK010;SK0101;SK0101528595;1110;;Medzinárodné stredisko pre štúdium      rodiny;Medzinárodné stredisko pre štúdium      rodi;;;;;Drotárska cesta;;46;81104;Bratislava 1
